pos,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,neg,neg_1,neg_2,neg_3,neg_4,neg_5,neg_6,neg_7,neg_8,coding
BDC,BCD,,D,BDD,,,,BCDADCCD,,,,BC,,,,,BBDADC,BCBCDB
,,,,DACCAAC,ADDAC,,D,DCDDBAAC,DDD,,,DCDDBAB,,,,,,DABBA
A,DB,,,,,D,CA,,BABCBBACB,,,,DDA,,DADDCBB,,,DDDCBC
DBDA,DAAB,CDC,ABB,,,,BDAAC,,BCCDC,DACAC,,,CACACA,DBDDDD,,AAAC,,BAD
CCCACBADB,,BBBDB,,,,,ABA,,,BADBA,ADCCCCAB,,DABB,,,,,BCDBCCBBD
,BAB,,DADB,BDADADCA,,CD,,D,,DA,,,ADD,,,,,ABDCDD
,,,,,BAC,DDC,,,,,DBBBBCCA,ABABB,,,CDADCCB,A,,BCA
ACCCAA,,DDCD,CCD,,AA,AAAB,,,BBBCCDDC,,CDADA,,,BBBAB,CADBBA,,,DAD
ABD,,,,,BBBABBCC,AD,AD,,,,,B,ABDBABAD,,,,,AACA
,,CAACDCC,ABCADDCC,,,,,,BBDCABBDBC,,DDD,,,CB,,,,DDC
,,,,,,CCBBCC,CAAC,CDDBCBDDA,,,,BAADB,DCCA,BCA,BCDAAC,,,DDAABCCDCC
,,B,CCABC,,,,,BACDD,ACBCA,,,,,,BCA,,,BADAB
,CBD,,,DAABB,,,,BD,CD,BDCDBD,,BDDA,,B,AB,CCCBA,,ADCC
,,AABD,,,,,,,,BCABDBB,ACACBDDAA,,CDAD,CA,,DBDDAB,ADA,DDBACB
B,A,,BAAB,,BCADB,DBBD,,ABBDC,BCCCA,,,,,CCDBCCA,,,,D
CDA,,,,CBABBA,CDCDAC,,,,CD,,C,,,,,BAC,,AB
,,,,,CD,,,D,ADDC,BAADD,,DAACBDCC,,,,CDAABCA,,AABDDB
,,A,,DBBCCDB,,BAABA,BB,CDDDBAB,,,CCBAADD,DADBC,,A,BD,,,DA
,,,,DA,,B,,,,,D,,,DDD,CBDC,CDAA,,BDCABCDAD
,,BD,ACCCB,DBBD,,,BDB,,DA,DCA,,DADBBDCD,,ADBB,,,,DBADBD
ACCACADA,,DBCACBCCA,,BD,,,,,,CDBC,DDADB,,,,,DD,DCABA,BBA
,AABDBAC,,,,,,,BBB,,,ABBD,,,,ACDC,ABDAA,,ACAACADDB
DAD,,D,CC,,BCAD,ABABAAC,,,CCDA,,,,,,,,,ADABBA
,,,AAAAD,,,C,,DA,AAABA,B,,,,AACA,,,DB,AAAACAB
AA,ACB,ABABCCD,,,ACCAAA,,,,,CBC,,,DACB,,,,,DCCBCACCD
AABDAA,BBCDC,BBCDCCCBB,,,,,,,BA,,A,,,,AA,,BBDADDACA,BDCBD
D,,ABAA,,CBBCABD,,BBCB,BBB,,,DAABC,ABBBAA,,BBBBBAD,,,,DBAAADBC,CABDCAA
A,,DBCDC,,,,DD,,,,CDC,,,ACCD,,,BBC,CABACAD,CABC
B,BDAC,,,CBBDA,,,AAABAC,,,DDBDBACD,CBA,,,,ADDDB,,,DDADDCA
,CA,,A,,,,A,AABC,,,,BD,,,,,,BBD
,BCCAAA,,B,AC,ACDAC,,,DDCBCD,,,DDDA,CAABDCDC,,,,DADB,,CCAB
,,,,ABAAC,,CD,,DBACA,ACBCD,CCDBBDBD,,,CC,DDA,,,,BBCCCBBC
ABAA,,,DBBDABA,,,ACBCBCA,CD,ABA,,,,,,BBA,,,,CCCB
BBDDDACCBDD,,,,,,BCCD,,,BBD,,DDCC,ADBD,BCA,,,,C,DC
,,,BDADA,,CCC,ADBDBD,,,,,CBDCCBDBDD,,,,,,,CDCBC
C,,DCCA,,,,,,BDBDABBA,,,,,,,,,,DBDCCB
,ABA,BBBAD,,BABBCC,,,,,,CCCDD,,,CBA,CBADBCD,,,AB,DBDACD
,,,,,ACACACBDC,,BADBC,,,CDCD,DAACDCD,,,,ABADCCBADD,CCBDB,,ACB
BDABDACCAD,CBDCDADB,BBAAC,AACCDC,,CAB,,,,DDBC,,,,BCABD,AAA,,,,D
,ADDCAB,,AAB,,,B,,,,BCDC,,,DA,DDA,,DDDB,CDCBBB,ABACBAD
,,,,,,DAB,,BCDBC,DCCBDBC,,,,CCC,,,,DC,DCBCACCBA
,,,DB,CC,,BCB,,ACDBA,BB,,,,DCADA,CC,,,BBB,ABA
B,,,C,,,,C,DCCCDBC,,AAB,ACCDDD,,,B,,,ACAD,CBD
,,,ABBBBB,BBCD,,,DBBC,,CDBBA,ACDCBA,,,,DAAA,,,D,CABCDB
AADBD,,,DCACACB,BAADADB,BAC,,,BDADBCABC,,,DBAADD,,,,CCAAAB,,BC,CBCB
BD,ACDACB,CCBCDCA,,,,,ACCA,,,C,,DCAA,,,,,,BAD
,,AAADD,,,CA,,CC,,,,,,,,,ADB,AD,CDADAC
CDAB,CBABBAD,CCC,,ABBCA,,BDAC,CBB,,,BAAAA,AABD,,BAABD,BCB,,,,DAAA
,DAABB,,,ADBCC,DDD,,CCAA,BAAACC,D,BCBCADB,CBC,DDCBDD,CC,,,DDBDAB,,BDBAABAD
ABDBC,,,,,,AADCBADA,,,,,,,,,,,,DCCBBDAA
,AB,ADCC,,,BCABB,CADCADA,BCDDDBAC,ABD,D,,BAADC,D,,ACAA,CDDAC,,BBDC,DACDBCA
ACBBD,DABC,,,,BABCCDD,,,,,BADDABA,,DABDDC,CC,,,DA,,AC
,CAB,,AAADA,,BDD,BC,AAB,,,ACAACBB,,ACBCD,ADDCCD,,,,BDBC,BDDD
,,,AC,,,BDCD,C,,,,,,BDC,ADCDD,ACCBAD,,,CDCBA
C,,ABA,,,,,,DC,,,,,CBAAAB,,,,D,B
,,DCACD,D,,,AB,BADB,,DB,ABDA,,,,,,DCCBD,,DBAC
,A,CA,,,ADBDCCBBC,,A,,,,,,CDCDACCD,,ADBDBBA,,ADDC,CDBCB
,BCACBADB,,,,CA,BA,,AAACC,,,,,CAC,,,,,ADCD
,,BADBC,,,BBCDA,BCD,,,,A,,,,DC,CCBCDA,,A,DADCDCBAB
,,CD,,,BCDBD,BABB,,,,,,,,,,BA,,ABA
DABCDC,,,,,DB,,A,,BCA,,,,,BCCA,,DBDDAC,,CAACDC
CDBD,AB,,,,BDB,DCCB,DCDADD,,BBDBBC,,,BD,,,,,,B
DCDBBA,,,,BDCAC,,,,,,CACC,,,AADCA,,,,C,ADC
,,,,A,,,,DDDACCAA,BDDCCBD,,C,CAABCCBBCAAD,,,DBCCCCCC,CCBBBADD,,BCBD
,CC,,,,,CCBBADA,BBCB,DDDCDCC,,,,,DBCCCAAC,CCDCABA,,,,ADB
,,,,C,,,,DDDADB,CBBAB,,BA,ACDACC,D,,,CB,,BA
,,,,,,,BCACABA,CDBCDBCD,,,,,,DB,,,,CCABAAB
,,,,B,,,ACAB,,,DDC,,BDCBBC,A,,,,,BC
,,,,BDAADCCB,,,B,DACCB,,DCCDAA,AB,,,,ABCDDABAA,CABABC,AACBACC,CDBBCB
,,,,,,,,,,,,,,,AA,AB,BACC,DBCAA
,BA,,,CAABACB,,,,DCA,,DDAC,,,DDCD,,DBCB,CDADCB,,CDA
,DDC,,,CACCADC,,B,DBBDACC,,CADAB,,,CBDDCC,BCAD,,,DD,,CACDABACA
,CDD,,DC,,,AADDBAD,,,,,,,CDDDCC,,,,DDCAD,BBDADCADADA
,DAC,,,BB,,DDD,,AABABB,ACDBDDDA,,,,ADADDBD,,,,CDBAABA,CBBABA
,ABDDCCBBC,DDB,,,,,B,,,,,,,,,,,DDBBCBC
,,,,BDD,,AA,,,BBADCCD,,,DBCBDDAB,,AB,BCBA,,CDD,DDDADC
,CAAA,,DADC,,,CACA,,,ADDDB,,,CCDDA,CBADD,BBCBC,,CACCDA,BD,CCADCBC
BCDAAC,,,,DBCDDB,BDCCBAA,,,,,DCABB,ACB,,DBDBBC,,ADABB,,ADBA,DDABDBBB
CBACB,D,,,,,,,,DDAAB,,,,,BB,,ABADBCD,AACDDA,BCBABDDB
,,BBB,,CBDBA,,,DDC,,CBACC,CCAA,,,A,,,,,ACACBC
,BBBDC,BABDA,ACACAA,DCDACB,DABAB,,BCDCA,,,,,,,,C,CCBDA,CCAB,CCBCC
,,,BB,,,,D,,,,,DDADDA,C,,,,,BB
ADADD,CCD,BDACAAACB,,,,,ACACCCDC,,BCDAC,,,BBCABBBCD,,,ACDABDCB,BBBAC,DC,BDBADC
,,,,CCCD,CBBB,ADD,D,,,,,,,,,,,BDDAB
,,,,,,AAACAB,,,DBCD,BADDB,CBDDBD,,A,,,DAC,,ABD
,AD,,C,ACBADCCDC,B,,DCCCA,BCADA,,,,,,BAB,AAAB,,,CDCCCBBBB
,,DACDCBADC,,,DBA,,,CCCC,,BBD,,,,,,,,CCBDDCCCADD
,DDAADBBDAA,,,,DCAD,,ADB,,BCB,BC,ABC,,,,,DDDD,,CC
BAB,,,,,,CAA,ADCCDA,BAB,,AA,,,,,,,,CAABCDB
ACACACCADCAD,,,CACCCC,,,,BBDDDC,,,,ABDCDCC,CC,,,,,DCCCABD,DB
,AACACB,,ABDCAC,,,,,ADD,,,,DDACD,CCB,,CCAAA,,,DDBCCBD
,DDAADA,,,CB,,,,BDAD,CC,,DBABCA,,C,DD,DCADBBAA,,,DABDBC
,CCDDB,,DBABCAB,ABDC,,BABCAACD,,,,,,AACAC,,CD,,,CDCDBB,DCCAAC
,CA,AD,,,DAA,,BDDC,,,,,CB,,,,,AACD,ACB
,,,,,BBC,,,DCBCDCBA,CACC,CACCACA,ADBDA,B,,BBDD,,C,,ADAABD
,,,,,ABBABB,BCC,CCBBAD,DAAAABAB,,,ADDBA,BCDA,,,DDDBD,,,DCCAAC
DDBDA,,,,,B,DCABB,,,,BCDCA,DBDBA,,CDDCC,DC,CDC,,,DADCABB
,A,,DBAB,CCADAA,,,,BDBB,,,,,,,,,,BCBCCAC
,DACC,,CB,D,,,,DDAD,A,ADCCAC,DDCACADAC,,CBDCBDD,,AAAADAD,,,CCBB
,,,DBAB,,,B,B,C,,,DCA,,D,,,,,BBAABCA
